id,slug,category,name_zh,name_en,name_ja,price_range,is_hot,is_new,min_quantity,tag_line_zh,tag_sub_zh,tag_line_en,tag_sub_en,tag_line_ja,tag_sub_ja,prompt_zh_hk,prompt_en,prompt_ja,scene_keywords,target_audience,material_keywords
RP-001,foil-red-packets,red-packets,燙金利是封,Foil Red Packets,箔押しポチ袋,HK$1.10-4.80/個,TRUE,FALSE,100,燙金利是封｜100個 HK$1.10起,熱賣中・免費設計,Foil Red Packets｜From HK$1.10,Hot Sale · Free Design,箔押しポチ袋｜100枚 HK$1.10〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：燙金利是封｜100個 HK$1.10起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色燙金利是封，燙金工藝閃耀奪目，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Foil Red Packets｜From HK$1.10, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Foil Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：箔押しポチ袋｜100枚 HK$1.10〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤い箔押しポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,燙金工藝閃耀奪目
RP-002,embossed-red-packets,red-packets,浮雕利是封,Embossed Red Packets,エンボスポチ袋,HK$3.00-9.50/個,TRUE,FALSE,100,浮雕利是封｜100個 HK$3.00起,熱賣中・免費設計,Embossed Red Packets｜From HK$3.00,Hot Sale · Free Design,エンボスポチ袋｜100枚 HK$3.00〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：浮雕利是封｜100個 HK$3.00起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色浮雕利是封，浮雕立體觸感，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Embossed Red Packets｜From HK$3.00, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Embossed Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：エンボスポチ袋｜100枚 HK$3.00〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤いエンボスポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,浮雕立體觸感
RP-003,custom-red-packets,red-packets,定制利是封,Custom Red Packets,オリジナルポチ袋,HK$1.90-6.40/個,TRUE,FALSE,100,定制利是封｜100個 HK$1.90起,熱賣中・免費設計,Custom Red Packets｜From HK$1.90,Hot Sale · Free Design,オリジナルポチ袋｜100枚 HK$1.90〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：定制利是封｜100個 HK$1.90起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色定制利是封，專業四色印刷色彩鮮豔，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Custom Red Packets｜From HK$1.90, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Custom Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：オリジナルポチ袋｜100枚 HK$1.90〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤いオリジナルポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,專業四色印刷色彩鮮豔
RP-004,cartoon-red-packets,red-packets,卡通利是封,Cartoon Red Packets,キャラクターポチ袋,HK$1.10-3.80/個,FALSE,FALSE,100,卡通利是封｜100個 HK$1.10起,免費設計・即日交貨,Cartoon Red Packets｜From HK$1.10,Free Design · Same Day,キャラクターポチ袋｜100枚 HK$1.10〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：卡通利是封｜100個 HK$1.10起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色卡通利是封，專業四色印刷色彩鮮豔，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Cartoon Red Packets｜From HK$1.10, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Cartoon Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：キャラクターポチ袋｜100枚 HK$1.10〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤いキャラクターポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,專業四色印刷色彩鮮豔
RP-005,eco-red-packets,red-packets,環保利是封,Eco Red Packets,エコポチ袋,HK$1.90-5.20/個,FALSE,FALSE,100,環保利是封｜100個 HK$1.90起,免費設計・即日交貨,Eco Red Packets｜From HK$1.90,Free Design · Same Day,エコポチ袋｜100枚 HK$1.90〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：環保利是封｜100個 HK$1.90起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色環保利是封，FSC環保認證材質，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Eco Red Packets｜From HK$1.90, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Eco Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：エコポチ袋｜100枚 HK$1.90〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤いエコポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,FSC環保認證材質
RP-006,large-red-packets,red-packets,大號利是封,Large Red Packets,大判ポチ袋,HK$2.20-7.50/個,FALSE,FALSE,100,大號利是封｜100個 HK$2.20起,免費設計・即日交貨,Large Red Packets｜From HK$2.20,Free Design · Same Day,大判ポチ袋｜100枚 HK$2.20〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：大號利是封｜100個 HK$2.20起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为100个红色大號利是封，專業四色印刷色彩鮮豔，喜庆红色纸张质感可见。背景虚化春节装饰桌面或企业前台，喜庆暖黄灯光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Large Red Packets｜From HK$2.20, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: 100 red Large Red Packets, professional 4-color printing vibrant colors, festive red paper texture visible. Background: blurred Chinese New Year decorated desk or corporate reception, festive warm yellow light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：大判ポチ袋｜100枚 HK$2.20〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：赤い大判ポチ袋100枚、プロ4色印刷鮮やかな色彩、お祭り気分の赤い紙の質感が見える。背景：ぼかした春節の飾り付けの机や企業の受付、お祝いの暖かい黄色の灯り。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",春节装饰桌面或企业前台,企業/節日營銷,專業四色印刷色彩鮮豔
CL-001,wall-calendars,calendars,掛牆年曆,Wall Calendars,壁掛けカレンダー,HK$12-40/本,TRUE,FALSE,100,掛牆年曆｜100本 HK$12起,熱賣中・免費設計,Wall Calendars｜From HK$12,Hot Sale · Free Design,壁掛けカレンダー｜100冊 HK$12〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：掛牆年曆｜100本 HK$12起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为掛牆年曆立于桌面，翻开状态展示一月月份，光面亮麗通透。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Wall Calendars｜From HK$12, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Wall Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：壁掛けカレンダー｜100冊 HK$12〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられた壁掛けカレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,光面亮麗通透
CL-002,desk-calendars,calendars,座檯年曆,Desk Calendars,卓上カレンダー,HK$16-50/本,TRUE,FALSE,100,座檯年曆｜100本 HK$16起,熱賣中・免費設計,Desk Calendars｜From HK$16,Hot Sale · Free Design,卓上カレンダー｜100冊 HK$16〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：座檯年曆｜100本 HK$16起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为座檯年曆立于桌面，翻开状态展示一月月份，專業四色印刷色彩鮮豔。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Desk Calendars｜From HK$16, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Desk Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：卓上カレンダー｜100冊 HK$16〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられた卓上カレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,專業四色印刷色彩鮮豔
CL-003,custom-calendars,calendars,定制年曆,Custom Calendars,オリジナルカレンダー,HK$20-65/本,TRUE,FALSE,100,定制年曆｜100本 HK$20起,熱賣中・免費設計,Custom Calendars｜From HK$20,Hot Sale · Free Design,オリジナルカレンダー｜100冊 HK$20〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：定制年曆｜100本 HK$20起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为定制年曆立于桌面，翻开状态展示一月月份，專業四色印刷色彩鮮豔。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Custom Calendars｜From HK$20, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Custom Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：オリジナルカレンダー｜100冊 HK$20〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられたオリジナルカレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,專業四色印刷色彩鮮豔
CL-004,mini-calendars,calendars,迷你年曆,Mini Calendars,ミニカレンダー,HK$6-20/本,FALSE,FALSE,100,迷你年曆｜100本 HK$6起,免費設計・即日交貨,Mini Calendars｜From HK$6,Free Design · Same Day,ミニカレンダー｜100冊 HK$6〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：迷你年曆｜100本 HK$6起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为迷你年曆立于桌面，翻开状态展示一月月份，專業四色印刷色彩鮮豔。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Mini Calendars｜From HK$6, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Mini Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：ミニカレンダー｜100冊 HK$6〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられたミニカレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,專業四色印刷色彩鮮豔
CL-005,photo-frame-calendars,calendars,相框年曆,Photo Frame Calendars,フォトフレームカレンダー,HK$24-80/本,FALSE,FALSE,100,相框年曆｜100本 HK$24起,免費設計・即日交貨,Photo Frame Calendars｜From HK$24,Free Design · Same Day,フォトフレームカレンダー｜100冊 HK$24〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：相框年曆｜100本 HK$24起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为相框年曆立于桌面，翻开状态展示一月月份，專業四色印刷色彩鮮豔。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Photo Frame Calendars｜From HK$24, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Photo Frame Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：フォトフレームカレンダー｜100冊 HK$24〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられたフォトフレームカレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,專業四色印刷色彩鮮豔
CL-006,magnetic-calendars,calendars,磁石年曆,Magnetic Calendars,マグネットカレンダー,HK$10-30/本,FALSE,FALSE,100,磁石年曆｜100本 HK$10起,免費設計・即日交貨,Magnetic Calendars｜From HK$10,Free Design · Same Day,マグネットカレンダー｜100冊 HK$10〜,無料デザイン・即日発送,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：磁石年曆｜100本 HK$10起，副标题：免費設計・即日交貨。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为磁石年曆立于桌面，翻开状态展示一月月份，磁吸設計方便實用，光面亮麗通透。背景虚化家庭客厅或企业前台，暖白自然光。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: Magnetic Calendars｜From HK$10, sub: Free Design · Same Day. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: Magnetic Calendars standing on desk, opened showing January, professional 4-color printing vibrant colors. Background: blurred home living room or corporate reception, warm white natural light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：マグネットカレンダー｜100冊 HK$10〜、副見出し：無料デザイン・即日発送。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：机に立てかけられたマグネットカレンダー、開いて1月を展示、プロ4色印刷鮮やかな色彩。背景：ぼかした家庭のリビングルームや企業の受付、暖かい白い自然光。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",家庭客厅或企业前台,企業/家庭,磁吸設計方便實用，光面亮麗通透
MN-001,pvc-menus,menus,PVC餐牌,PVC Menus,PVCメニュー,HK$8-32/張,TRUE,FALSE,100,PVC餐牌｜100張 HK$8起,熱賣中・免費設計,PVC Menus｜From HK$8,Hot Sale · Free Design,PVCメニュー｜100枚 HK$8〜,人気商品・無料デザイン,"1:1比例，8K超高清电商主图。左上角固定放置单一枚大红色(#DC2626)底色、白色粗体字(PingFang HK Bold)、白色3px描边的爆炸促销标签。标签主标题：PVC餐牌｜100張 HK$8起，副标题：熱賣中・免費設計。标签外画面内绝对不出现任何其他文字、乱码、水印、品牌名、多标签。 前景为PVC餐牌立于餐厅桌面，防水材質耐用可靠，菜单内容清晰可见。背景虚化茶餐厅或高级餐厅桌面，暖黄吊灯调。 产品占画面75%-85%，材质和工艺细节高清呈现。所有中文字符必须笔画完整准确，英文单词拼写正确、无粘连、无乱码。","1:1 ratio, 8K ultra-high-definition e-commerce hero image. Top-left single burst label with deep red (#DC2626) background, white bold text (Inter Bold), white 3px stroke. Label main: PVC Menus｜From HK$8, sub: Hot Sale · Free Design. Absolutely no other text, gibberish, watermarks, brand names, or multiple labels anywhere else in the image. Foreground: PVC Menus standing on restaurant table, professional 4-color printing vibrant colors, menu content clearly visible. Background: blurred café or fine dining table, warm yellow pendant light. Product occupies 75%-85% of frame, material and craftsmanship details in high definition. All English words must be spelled correctly, no粘连, no gibberish.","1:1比率、8K超高清Eコマースメイン画像。左上に単一の赤色(#DC2626)背景、白太字(Hiragino Sans W6)、白3px縁取りのバーストラベル。ラベル主見出し：PVCメニュー｜100枚 HK$8〜、副見出し：人気商品・無料デザイン。ラベル外の画面内に他の文字・乱码・透かし・ブランド名・複数ラベル一切禁止。 前景：レストランのテーブルに立てかけられたPVCメニュー、防水素材耐久性あり、メニュー内容がはっきり見える。背景：ぼかしたカフェや高級レストランのテーブル、暖かい黄色のペンダントライト。 製品が画面の75%-85%を占める、素材と職人技のディテールが高精細。すべての文字が正確に表示されること。",茶餐厅或高级餐厅桌面,餐飲/酒店,防水材質耐用可靠
